openlibrary_work_key,title,original_title,description,release_year,image_url,external_rating_average,external_rating_count,first_publish_year,author_names,pages
OL5961775W,"Proven Guilty (The Dresden Files, Book 8)","Proven Guilty (The Dresden Files, Book 8)","The White Council of Wizards has drafted Harry Dresden as a Warden and assigned him to look into rumors of black magic in Chicago. Malevolent entities that feed on fear are loose in the Windy City, but it's all in a day's work for a wizard, his faithful dog, and a talking skull named Bob...",2007,https://covers.openlibrary.org/b/id/295263-L.jpg,4.361111,36,2007,Jim Butcher,496
OL5714292W,Forest of Secrets,Forest of Secrets,"Fire Alone Can Save Our Clan... 

Tensions are still high among the warrior Clans that roam the forest, and as allegiances shift, it becomes harder than ever to know whom to trust. 

Fireheart is determined to find out the truth about the mysterious death of the former ThunderClan deputy Redtail. But as he searches for answers, he uncovers secrets that some believe would be better left hidden...

----------
**Books in this arc**

 1. [Into the Wild][1]
 2. [Fire and Ice][2]
 3. Forest of Secrets
 4. [Rising Storm][4]
 5. [A Dangerous Path][5]
 6. [The Darkest Hour][6]

  [1]: https://openlibrary.org/works/OL5714317W/Into_the_Wild_(Warriors
  [2]: https://openlibrary.org/works/OL5714289W/Fire_and_Ice_(Warriors
  [4]: https://openlibrary.org/works/OL5714301W/Rising_Storm_(Warriors
  [5]: https://openlibrary.org/works/OL5714284W/A_Dangerous_Path_(Warriors
  [6]: https://openlibrary.org/works/OL5714310W/The_Darkest_Hour_(Warriors",2003,https://covers.openlibrary.org/b/id/8416885-L.jpg,4.4,25,2003,Erin Hunter,336
OL5748322W,Fables,Fables,"When a savage creature known only as the Adversary conquered the fabled lands of legends and fairy tales, all of the infamous inhabitants of folklore were forced into exile. Disguised among the normal citizens of modern-day New York, these magical characters have created their own peaceful and secret society within an exclusive luxury apartment building called Fabletown. But when Snow White's party-girl sister, Rose Red, is apparently murdered, it is up to Fabletown's sheriff, a reformed and pardoned Big Bad Wolf (Bigby Wolf), to determine if the killer is Bluebeard, Rose's ex-lover and notorious wife killer, or Jack, her current live-in boyfriend and former beanstalk-climber.",2002,https://covers.openlibrary.org/b/id/12845484-L.jpg,4.4,25,2002,Bill Willingham,128
OL52973W,A House for Hermit Crab,A House for Hermit Crab,"A hermit crab who has outgrown his old shell moves into a new one, which he decorates and enhances with the various sea creatures he meets in his travels.",1987,https://covers.openlibrary.org/b/id/683744-L.jpg,4.5,14,1987,Eric Carle,32
OL108823W,"The Case of the Missing Marquess (Enola Holmes, #1)","The Case of the Missing Marquess (Enola Holmes, #1)","When Enola Holmes, sister to the detective Sherlock Holmes, discovers her mother has disappeared, she quickly embarks on a journey to London in search of her. But nothing can prepare her for what awaits. Because when she arrives, she finds herself involved in the kidnapping of a young marquess, fleeing murderous villains, and trying to elude her shrewd older brother—all while attempting to piece together clues to her mother's strange disappearance.",2006,https://covers.openlibrary.org/b/id/260208-L.jpg,4.5,14,2006,Nancy Springer,233
OL20050396W,The things you can see only when you slow down,The things you can see only when you slow down,"""The world moves fast, but that doesn't mean we have to. In this bestselling mindfulness guide -- it has sold more than three million copies in Korea, where it was a #1 bestseller for forty-one weeks and received multiple Best Book of the Year awards -- Haemin Sunim (which means ""spontaneous wisdom""), a renowned Buddhist meditation teacher born in Korea and educated in the United STates, illuminates a path to inner peace and balance amid the overwhelming demands of everyday life. By offering guideposts to well-being and happiness in eight areas -- including relationships, love, and spirituality -- Haemin Sunim emphasizes the importance of forging a deeper connection with others and being compassionate and forgiving toward ourselves. The more than twenty full-color illustrations that accompany his teachings serve as calming visual interludes, encouraging us to notice that when you slow down, the world slows down with you."" -- Back cover.",2017,https://covers.openlibrary.org/b/id/12217703-L.jpg,4.5,14,2017,Haemin Sunim,278
OL4092683W,Arabella,Arabella,"To Arabella Tallant, the eldest daughter of a penniless country clergyman, the invitation to stay with her London godmother was like the key to heaven, for in addition to living in the glamorous city, Arabella might even find a suitable husband there. Armed with beauty, virtue and a benevolent godmother, the impetuous but impoverished Arabella embarked on her first London season with her mother's wish in mind: snare a rich husband. 

On her way to London Arabella's carriage breaks down outside the hunting lodge of the wealthy and socially prominent Robert Beaumaris, fate cast her in his path. Arabella's only fault is impetuosity, and her pride stung when she overhears a remark of her path of arrogant host, who accused her of being another petty female after his wealth, the proud, headstrong ingenue made a most startling claim -- she was an heiress! A pretense that deeply amuses the jaded Beau. To counter her white lie, Beaumaris launches her into high society and thereby subjects her to all kinds of amorous fortune hunters in London and other embarrassments.

Suddenly Arabella found herself the talk of the ton and pursued by some of the most eligible young men of the day. But only one caught Arabella's fancy: Beaumaris, the handsome and dedicated bachelor. She should know better than to allow herself to be provoked by nonpareil Beau. But would her deceitful charade destroy her one chance for true love...?

Beaumaris, however, although a most artful matrimonial dodger, badly underestimated his seemingly naive adversary... When compassionate Arabella rescues such unfortunate creatures as a mistreated chimney sweep and a mixed-breed mongrel, she foists them upon Beaumaris, who finds he rather enjoys the role of rescuer and is soon given the opportunity to prove his worth in the person of Bertram Tallant, the also impetuous young brother of Arabella....",1949,https://covers.openlibrary.org/b/id/75718-L.jpg,4.5,14,1949,Georgette Heyer,315
OL457760W,Voskresenīe,Voskresenīe,"<p><i>Resurrection</i>, the last full-length novel written by <a href=""https://standardebooks.org/ebooks/leo-tolstoy"">Leo Tolstoy</a>, was published in 1899 after ten years in the making. A humanitarian cause—the pacifist Doukhobor sect, persecuted by the Russian government, needed funds to emigrate to Canada—prompted Tolstoy to finish the novel and dedicate its ensuing revenues to alleviate their plight. Ultimately, Tolstoy’s actions were credited with helping hundreds of Doukhobors emigrate to Canada.</p>
			<p>The novel centers on the relationship between Nekhlúdoff, a Russian landlord, and Máslova, a prostitute whose life took a turn for the worse after Nekhlúdoff wronged her ten years prior to the novel’s events. After Nekhlúdoff happens to sit in the jury for a trial in which Máslova is accused of poisoning a merchant, Nekhlúdoff begins to understand the harm he has inflicted upon Máslova—and the harm that the Russian state and society inflicts upon the poor and marginalized—as he embarks on a quest to alleviate Máslova’s suffering.</p>
			<p>Nekhlúdoff’s process of spiritual awakening in <i>Resurrection</i> serves as a framing for many of the novel’s religious and political themes, such as the hypocrisy of State Christianity and the injustice of the penal system, which were also the subject of Tolstoy’s nonfiction treatise on Christian anarchism, <a href=""https://standardebooks.org/ebooks/leo-tolstoy/the-kingdom-of-god-is-within-you/leo-wiener""><i>The Kingdom of God Is Within You</i></a>. The novel also explores the “single tax” economic theory propounded by the American economist <a href=""https://standardebooks.org/ebooks/henry-george"">Henry George</a>, which drives a major subplot in the novel concerning the management of Nekhlúdoff’s estates.</p>",1899,https://covers.openlibrary.org/b/id/6309101-L.jpg,4.5,14,1899,Лев Толстой,499
OL698173W,Las venas abiertas de América Latina,Las venas abiertas de América Latina,"Since its U.S. debut almost fifty years ago, this brilliant text has set a new standard for historical scholarship of Latin America. It is also an outstanding political economy, a social and cultural narrative of the highest quality, and perhaps the finest description of primitive capital accumulation since Marx.

Rather than chronology, geography, or political successions, Eduardo Galeano has organized the various facets of Latin American history according to the patterns of five centuries of exploitation. Thus he is concerned with gold and silver, cacao and cotton, rubber and coffee, fruit, hides and wool, petroleum, iron, nickel, manganese, copper, aluminum ore, nitrates, and tin. These are the veins which he traces through the body of the entire continent, up to the Rio Grande and throughout the Caribbean, and all the way to their open ends where they empty into the coffers of wealth in the United States and Europe.

Weaving fact and imagery into a rich tapestry, Galeano fuses scientific analysis with the passions of a plundered and suffering people. An immense gathering of materials is framed with a vigorous style that never falters in its command of themes. All readers interested in great historical, economic, political, and social writing will find a singular analytical achievement, and an overwhelming narrative that makes history speak, unforgettably.

This classic is now further honored by Isabel Allende’s inspiring introduction. Universally recognized as one of the most important writers of our time, Allende once again contributes her talents to literature, to political principles, and to enlightenment.",1971,https://covers.openlibrary.org/b/id/5416334-L.jpg,4.5,14,1971,Eduardo Galeano,388
OL18199470W,A Mind for Numbers,A Mind for Numbers,"**The companion book to COURSERA®'s wildly popular massive open online course ""Learning How to Learn""**

Whether you are a student struggling to fulfill a math or science requirement, or you are embarking on a career change that requires a new skill set, A Mind for Numbers offers the tools you need to get a better grasp of that intimidating material. Engineering professor Barbara Oakley knows firsthand how it feels to struggle with math. She flunked her way through high school math and science courses, before enlisting in the army immediately after graduation. When she saw how her lack of mathematical and technical savvy severely limited her options—both to rise in the military and to explore other careers—she returned to school with a newfound determination to re-tool her brain to master the very subjects that had given her so much trouble throughout her entire life.
 
In A Mind for Numbers, Dr. Oakley lets us in on the secrets to learning effectively—secrets that even dedicated and successful students wish they’d known earlier. Contrary to popular belief, math requires creative, as well as analytical, thinking. Most people think that there’s only one way to do a problem, when in actuality, there are often a number of different solutions—you just need the creativity to see them. For example, there are more than three hundred different known proofs of the Pythagorean Theorem. In short, studying a problem in a laser-focused way until you reach a solution is not an effective way to learn. Rather, it involves taking the time to step away from a problem and allow the more relaxed and creative part of the brain to take over. The learning strategies in this book apply not only to math and science, but to any subject in which we struggle. We all have what it takes to excel in areas that don't seem to come naturally to us at first, and learning them does not have to be as painful as we might think.",2014,https://covers.openlibrary.org/b/id/8352403-L.jpg,4.5,14,2014,Barbara A. Oakley,336
OL213274W,The Ivy Tree,The Ivy Tree,"A TRICK OF COLORING... HER WALK... THE WAY SHE SMILED...

An English June in the Roman Wall countryside; the ruin of a beautiful old house standing cheek-by-jowl with the solid, sunlit prosperity of the manor farm - a lovely place, and a rich inheritance for one of the two remaining Winslow heirs. There had been a third, but Annabel Winslow had died four years ago - so when a young woman calling herself Annabel Winslow comes 'home' to Whitescar, Con Winslow and his half-sister Lisa must find out whether she really is who she says she is.

Mary Grey has nothing to look forward to except a future as colorless as her name. So if she looks, walks, and smiles so much like the glamorous missing heiress Annabel Winslow, why not be her for a little while? To the lonely young woman--living in a dreary furnished room, faced with an uncertain future--the impersonation offered intriguing possibilities.

If Mary looked so much like the missing heiress, why should she not be an heiress? And so plain Mary became the glamorous Annabel. But she did not live happily ever after. In fact, she almost did not live at all. Because someone wanted Annabel Winslow missing ... permanently.",1961,https://covers.openlibrary.org/b/id/1875359-L.jpg,4.5,14,1961,Mary Stewart,320
OL20991847W,Legendborn,Legendborn,"After her mother dies in an accident, sixteen-year-old Bree Matthews wants to escape.
A residential programme for bright high-schoolers seems like the perfect opportunity – until she witnesses a magical attack her very first night on campus . . . 
A flying demon feeding on human energies.",2020,https://covers.openlibrary.org/b/id/10323535-L.jpg,4.5,14,2020,Tracy Deonn,512
OL26946W,Honor's Splendour,Honor's Splendour,"In the feuding English court, gentle Lady Madelyne suffered the cruel whims of her ruthless brother, Baron Louddon. Then, in vengeance for a bitter crime, Baron Duncan of Wexton-the Wolf-unleashed his warriors against Louddon's main. Exquisite Madelyne was the prize he captured...but when he gazed upon the proud beauty, he pledged to protect her with his life.

 In his rough-hewn castle, Duncan proved true to his honor. But when at last their noble passion conquered them both, she surrendered with all her soul. Now, for love, Madelyne would stand fast...as bravely as her Lord, the powerful Wolf who fought for...Honor's Splendour.

(From the Author's web-site.)",1987,https://covers.openlibrary.org/b/id/7260407-L.jpg,4.5,14,1987,Julie Garwood,457
OL7958304W,Diving Dolphin,Diving Dolphin,"This Level 1 book is appropriate for children who are just beginning to read. A young dolphin's life is full of adventure! He wants to explore, but danger lurks! Can he escape the killer whale? For children who are just beginning to read and who have a limited vocabulary, these 32-page Level 1 books-about everything from tadpoles to puppies-use word repetition and simple sentences to convey meaning. Picture dictionary boxes with word labels ""show"" the meanings of words. These books contain between 400 and 450 words each, and they are 80 percent pictures and 20 percent text. The Dorling Kindersley Readers combine an enticing visual layout with high-interest, easy-to-read stories to captivate and delight young bookworms who are just getting started. Written by leading children's authors and compiled in consultation with literacy experts, these engaging books build reader confidence along with a lifelong appreciation for nonfiction, classic stories, and biographies. There is a DK Reader to interest every child at every level, from preschool to grade 4.",2001,https://covers.openlibrary.org/b/id/1487902-L.jpg,4.5,14,2001,DK Publishing,32
OL14908292W,Dust of Dreams,Dust of Dreams,"The last great army of the Malazan Empire is resolved to make one final, defiant, heroic stand in the name of redemption. But can deeds be heroic when there is no one to witness them? The Deck of Dragons has been read, unleashing a dread power that none can comprehend...",2009,https://covers.openlibrary.org/b/id/6304352-L.jpg,4.5,14,2009,Steven Erikson,1083
OL26663382W,I'm Glad My Mom Died,I'm Glad My Mom Died,"A heartbreaking and hilarious memoir by iCarly and Sam & Cat star Jennette McCurdy about her struggles as a former child actor—including eating disorders, addiction, and a complicated relationship with her overbearing mother—and how she retook control of her life.

Jennette McCurdy was six years old when she had her first acting audition. Her mother’s dream was for her only daughter to become a star, and Jennette would do anything to make her mother happy. So she went along with what Mom called “calorie restriction,” eating little and weighing herself five times a day. She endured extensive at-home makeovers while Mom chided, “Your eyelashes are invisible, okay? You think Dakota Fanning doesn’t tint hers?” She was even showered by Mom until age sixteen while sharing her diaries, email, and all her income.

In I’m Glad My Mom Died , Jennette recounts all this in unflinching detail—just as she chronicles what happens when the dream finally comes true. Cast in a new Nickelodeon series called iCarly , she is thrust into fame. Though Mom is ecstatic, emailing fan club moderators and getting on a first-name basis with the paparazzi (“Hi Gale!”), Jennette is riddled with anxiety, shame, and self-loathing, which manifest into eating disorders, addiction, and a series of unhealthy relationships. These issues only get worse when, soon after taking the lead in the iCarly spinoff Sam & Cat alongside Ariana Grande, her mother dies of cancer. Finally, after discovering therapy and quitting acting, Jennette embarks on recovery and decides for the first time in her life what she really wants.

Told with refreshing candor and dark humor, I’m Glad My Mom Died is an inspiring story of resilience, independence, and the joy of shampooing your own hair.",2022,https://covers.openlibrary.org/b/id/12855985-L.jpg,4.3142858,70,2022,"Jennette McCurdy, Jannettte Mcury",320
OL471990W,The Mirror Crack'd from Side to Side,The Mirror Crack'd from Side to Side,"E-book exclusive extras:1) Christie biographer Charles Osborne's essay on The Mirror Crack'd from Side to Side;2) ""The Marples"": the complete guide to all the cases of crime literature's foremost female detective.The quaint village of St Mary Mead has been glamourized by the presence of screen queen Marina Gregg, who has taken up residence in preparation for her comeback. But when a local fan is poisoned, Marina finds herself starring in a real-life mystery—supported with scene-stealing aplomb by Jane Marple, who suspects that the lethal cocktail was intended for someone else. But who? If it was meant for Marina, then why? And before the final fade-out, who else from St Mary Mead’s cast of seemingly innocent characters is going to be eliminated?",1960,https://covers.openlibrary.org/b/id/10561150-L.jpg,4.4444447,18,1960,Agatha Christie,240
OL72352W,Welcome to Dead House,Welcome to Dead House,"Amanda and Josh think the old house they have just moved into is weird. Spooky. Possibly haunted. And the town of Dark Falls is pretty strange, too. But their parents don't believe them. You'll get used to it, they say. Go out and make some new friends. So Amanda and Josh do. But these new friends are not exactly what their parents had in mind. Because they want to be friends...forever.",1992,https://covers.openlibrary.org/b/id/11290170-L.jpg,4.3513513,37,1992,Robert Lawrence Stine,144
OL18199566W,Five Feet Apart,Five Feet Apart,"In this #1 New York Times bestselling novel that’s perfect for fans of John Green’s The Fault in Our Stars, two teens fall in love with just one minor complication—they can’t get within a few feet of each other without risking their lives.

Can you love someone you can never touch?

Stella Grant likes to be in control—even though her totally out of control lungs have sent her in and out of the hospital most of her life. At this point, what Stella needs to control most is keeping herself away from anyone or anything that might pass along an infection and jeopardize the possibility of a lung transplant. Six feet apart. No exceptions.

The only thing Will Newman wants to be in control of is getting out of this hospital. He couldn’t care less about his treatments, or a fancy new clinical drug trial. Soon, he’ll turn eighteen and then he’ll be able to unplug all these machines and actually go see the world, not just its hospitals.

Will’s exactly what Stella needs to stay away from. If he so much as breathes on Stella, she could lose her spot on the transplant list. Either one of them could die. The only way to stay alive is to stay apart. But suddenly six feet doesn’t feel like safety. It feels like punishment.

What if they could steal back just a little bit of the space their broken lungs have stolen from them? Would five feet apart really be so dangerous if it stops their hearts from breaking too?",2018,https://covers.openlibrary.org/b/id/8795082-L.jpg,4.3513513,37,2018,Rachael Lippincott,288
OL318900W,The Prophet,The Prophet,"The Prophet is a book of 26 poetic essays written in English in 1923 by the Lebanese-American artist, philosopher and writer Khalil Gibran. In the book, the prophet Almustafa who has lived in the foreign city of Orphalese for 12 years is about to board a ship which will carry him home. He is stopped by a group of people, with whom he discusses many issues of life and the human condition. The book is divided into chapters dealing with love, marriage, children, giving, eating and drinking, work, joy and sorrow, houses, clothes, buying and selling, crime and punishment, laws, freedom, reason and passion, pain, self-knowledge, teaching, friendship, talking, time, good and evil, prayer, pleasure, beauty, religion, and death.",1900,https://covers.openlibrary.org/b/id/418324-L.jpg,4.321429,56,1900,Kahlil Gibran,112
OL5735175W,Persepolis 1-4,Persepolis 1-4,"From inside front cover: The story of Satrapi's unforgettable childhood and coming of age within a ... loving family in Tehran during the Islamic Revolution; of the contradictions between private and public life in a coutnry plagued by political upheaval; of her high school years in Vienna facing the trails of adolescence far from her family; of her homecoming -- both sweet and terrible; and, finally, of her self-imposed exile from her beloved homeland.",2000,https://covers.openlibrary.org/b/id/12648921-L.jpg,4.321429,56,2000,Marjane Satrapi,352
OL16557703W,Prodigy,Prodigy,June and Day make their way to Las Vegas where they join the rebel Patriot group and become involved in an assassination plot against the Elector in hopes of saving the Republic.,2012,https://covers.openlibrary.org/b/id/9257778-L.jpg,4.409091,22,2012,Marie Lu,400
OL16681505W,Spy camp,Spy camp,"As almost thirteen-year-old Ben, a student at the CIA's academy for future intelligence agents, prepares to go to spy summer camp, he receives a death threat from the evil organization SPYDER.",2007,https://covers.openlibrary.org/b/id/7415249-L.jpg,4.409091,22,2007,Stuart Gibbs,325
OL17842319W,Turtles All the Way Down,Turtles All the Way Down,"**SIXTEEN-YEAR-OLD AZA NEVER INTENDED** to pursue the mystery of fugitive billionaire Russell Pickett, but there's a hundred-thousand-dollar reward at sake and  her Best and Most Fearless Friend, Daisy, is eager to investigate. So together, they navigate the short distance and broad divides that separate them from Russell Pickett's son, Davis.

Aza is trying. She is trying to be a good daughter, a good friend, a good student, and maybe even a good detective, while also living within the ever-tightening spiral of her own thoughts.

In his long-awaited return, John Green, the acclaimed, award-winning author of *Looking for Alaska* and *The Fault in Our Stars*, shares Aza's story with shattering, unflinching clarity in this brilliant novel of love, resilience, and the power of lifelong friendship.

This description comes from the publisher.",2017,https://covers.openlibrary.org/b/id/8283871-L.jpg,4.3125,64,2017,John Green,304
OL21802553W,Shatter Me Complete Collection,Shatter Me Complete Collection,"Juliette can kill with a touch—will she wield her power for good, or will it turn her into the monster she’s always feared she truly is? Find out in the New York Times and USA Today bestselling Shatter Me series—all six novels are now available in this paperback box set!

One touch is all it takes. One touch, and Juliette Ferrars can bring a grown man to his knees, begging for mercy. One touch, and she can kill.

No one knows why Juliette has such incredible power. It feels like a curse, like too great a burden for one person alone to bear. But The Reestablishment sees her as an opportunity. As a deadly weapon. And they’ll stop at nothing to shape her into what they want.

Juliette has never fought for herself before. But when she’s reunited with the one person who ever cared about her, she finds a strength she never knew she had.

This bestselling series from powerhouse author Tahereh Mafi showcases relentlessly thrilling action, heart stopping romance, and a war-torn world in which rebellion is the only path to freedom.",2011,https://covers.openlibrary.org/b/id/14428312-L.jpg,4.3846154,26,2011,Tahereh Mafi,1968
OL21687423W,Dotcom Secrets,Dotcom Secrets,"Master the science of funnel building to grow your company online with sales funnels in this updated edition from the $100M entrepreneur and co-founder of the software company ClickFunnels.

DotCom Secrets is not just another ""how-to"" book on internet marketing.
This book is not about getting more traffic to your website--yet the secrets you'll learn will help you to get exponentially more traffic than ever before.

This book is not about increasing your conversions--yet these secrets will increase your conversions more than any headline tweak or split test you could ever hope to make.

Low traffic or low conversion rates are symptoms of a much greater problem that's a little harder to see (that's the bad news), but a lot easier to fix (that's the good news).

What most businesses really have is a ""funnel"" problem. Your funnel is the online process that you take your potential customers through to turn them into actual customers. Everyone has a funnel (even if they don't realize it), and yours is either bringing more customers to you, or repelling them.

In this updated edition, Russell Brunson, CEO and co-founder of the multimillion-dollar software company ClickFunnels, reveals his greatest secrets to generating leads and selling products and services after running tens of thousands of his own split tests.

Stop repelling potential customers. Implement these processes, funnels, frameworks, and scripts now so you can fix your funnel, turn it into the most profitable member of your team, and grow your company online.",2011,https://covers.openlibrary.org/b/id/13442898-L.jpg,4.714286,7,2011,Russell Brunson,204
OL1323773W,Les damnés de la terre,Les damnés de la terre,"""The Wretched of the Earth is an analysis of the psychology of the colonized and their path to liberation. Bearing singular insight into the rage of colonized peoples and the role of violence in historical change, the book also incisively attacks postindependence disenfranchisement of the masses by the elite on one hand, and intertribal and interfaith animosities on the other. A veritable handbook of social reorganization for leaders of emerging nations, The Wretched of the Earth has had a major impact on civil rights, anticolonialism, and black-consciousness movements around the world.""--Jacket.",1961,https://covers.openlibrary.org/b/id/14325884-L.jpg,4.714286,7,1961,Frantz Fanon,256
OL7698912W,22 cells in Nuremberg,22 cells in Nuremberg,"22 Cells in Nuremberg (1947) is a first-hand account by Dr. Douglas M. Kelley, the American psychiatrist tasked with evaluating 22 top-ranking Nazi leaders including *Hermann Göring* -- awaiting trial. Kelley provides psychological profiles and in-cell interviews, concluding that these leaders were largely sane, ordinary, and opportunistic, rather than unique monsters",1947,https://covers.openlibrary.org/b/id/15127591-L.jpg,4.714286,7,1947,Douglas McGlashan Kelley,245
OL24593432W,Dungeon Crawler Carl,Dungeon Crawler Carl,"**The apocalypse will be televised!**

A man. His ex-girlfriend's cat. A sadistic game show unlike anything in the universe: a dungeon crawl where survival depends on killing your prey in the most entertaining way possible.

In a flash, every human-erected construction on Earth—from Buckingham Palace to the tiniest of sheds—collapses in a heap, sinking into the ground.

The buildings and all the people inside have all been atomized and transformed into the dungeon: an 18-level labyrinth filled with traps, monsters, and loot. A dungeon so enormous, it circles the entire globe.

Only a few dare venture inside. But once you're in, you can't get out. And what's worse, each level has a time limit. You have but days to find a staircase to the next level down, or it's game over. In this game, it's not about your strength or your dexterity. It's about your followers, your views. Your clout. It's about building an audience and killing those goblins with style.

**You can't just survive here. You gotta survive big.**

You gotta fight with vigor, with excitement. You gotta make them stand up and cheer. And if you do have that ""it"" factor, you may just find yourself with a following. That's the only way to truly survive in this game—with the help of the loot boxes dropped upon you by the generous benefactors watching from across the galaxy.

They call it *Dungeon Crawler World*. But for Carl, it's anything but a game.",2020,https://covers.openlibrary.org/b/id/15143022-L.jpg,4.714286,7,2020,Matt Dinniman,465
OL60943W,The Space Merchants,The Space Merchants,"The Space Merchants is a 1952 science fiction novel by American writers Frederik Pohl and Cyril M. Kornbluth. Originally published in Galaxy Science Fiction magazine as a serial entitled Gravy Planet, the novel was first published as a single volume in 1953, and has sold heavily since. It deals satirically with a hyper-developed consumerism, seen through the eyes of an advertising executive. In 1984, Pohl published a sequel, The Merchants' War. In 2012, it was included in the Library of America omnibus American Science Fiction: Four Classic Novels 1953–1956. Pohl revised the original novel in 2011 with added material and more contemporary references.

It was rated the 24th ""all-time best novel"" in a 1975 Locus poll, jointly with The Martian Chronicles and The War of the Worlds. The novel was also included in David Pringle's list of 100 best science fiction novels.",1952,https://covers.openlibrary.org/b/id/8405532-L.jpg,4.714286,7,1952,"Frederik Pohl, Cyril M. Kornbluth",176
OL100433W,"Uno, nessuno e centomila","Uno, nessuno e centomila","When Vitangelo Moscardo's wife tells him his nose is tilted to one side, he becomes obsessed with the fact that each person sees him differently, and with trying to make other people see him only as the person he wants them to see.",1926,https://covers.openlibrary.org/b/id/5430366-L.jpg,4.714286,7,1926,Luigi Pirandello,199
OL3729606W,Hukum agraria Indonesia,Hukum agraria Indonesia,Compilation of Indonesian laws and regulations with reference to land.,1975,,4.714286,7,1975,Budi Harsono.,971
OL1698246W,Anne Hooper's pocket Kama Sutra,Anne Hooper's pocket Kama Sutra,,1994,https://covers.openlibrary.org/b/id/551499-L.jpg,4.714286,7,1994,"Anne Hooper, Ulrike Kerstiens",160
OL149147W,The Mouse on the Mile,The Mouse on the Mile,"[The Green Mile](https://openlibrary.org/works/OL81629W/The_Green_Mile)  #2
The story continues with the addition of two new characters,  one a new death row inmate--William ""Wild Bill"" Wharton.  The other, a mouse, called Steamboat Willy by the guards who first noticed him and later Mr. Jingles by Eduard Delacroix, one of the death row inmates who takes in the mouse and makes him his pet.
([source][1])


  [1]: https://www.stephenking.com/library/novel/green_mile_the_mouse_on_the_mile_the.html",1996,https://covers.openlibrary.org/b/id/14651012-L.jpg,4.714286,7,1996,Stephen King,92
OL1948600W,The Twins at St. Clare's,The Twins at St. Clare's,"The twins Pat and Isabel O'Sullivan are dreading going to St. Clare's boarding school for girls. Determined not to enjoy themselves, they cause lots of trouble and many arguments. But they soon realise that this behaviour isn't helping them, and even find school to be good fun.",1942,https://covers.openlibrary.org/b/id/14578402-L.jpg,4.714286,7,1942,Enid Blyton,160
OL2162568W,Inch by inch,Inch by inch,"To keep from being eaten, an inchworm measures a robin's tail, a flamingo's neck, a toucan's beak, a heron's legs, and a nightingale's song.",1960,https://covers.openlibrary.org/b/id/1466391-L.jpg,4.714286,7,1960,Leo Lionni,32
OL20914906W,She Drives Me Crazy,She Drives Me Crazy,"After an embarrassing loss to her ex-girlfriend in their first basketball game of the season, seventeen-year-old Scottie Zajac gets into a fender bender with the worst possible person: her nemesis, Irene Abraham, head cheerleader for the Fighting Reindeer.

Irene is as mean as she is beautiful, so Scottie makes a point to keep her distance. When the accident sends Irene’s car to the shop for weeks’ worth of repairs and the girls are forced to carpool, their rocky start only gets bumpier.

But when an opportunity arises for Scottie to get back at her toxic ex—and climb her school’s social ladder—she bribes Irene into an elaborate fake-dating scheme that threatens to reveal some very real feelings.

From author Kelly Quindlen comes a new laugh-out-loud romp through the ups and downs of teen romance, perfect for fans of Becky Albertalli.",2021,https://covers.openlibrary.org/b/id/10282350-L.jpg,4.714286,7,2021,Kelly Quindlen,288
OL16185123W,Komunikasi massa,Komunikasi massa,On mass communication in Indonesia.,2008,,4.714286,7,2008,Deddy Mulyana,250
OL19680630W,The Green Witch,The Green Witch,"""Discover the power of natural magic and healing through herbs, flowers, and essential oils in this new guide to green witchcraft. At her core, the green witch is a naturalist, an herbalist, a wise woman, and a healer. She embraces the power of nature; she draws energy from the Earth and the Universe; she relies on natural objects like stones and gems to commune with the land she lives off of; she uses plants, flowers, oils, and herbs for healing; she calls on nature for guidance; and she respects every living being no matter how small. In The Green Witch, you will learn the way of the green witch, from how to use herbs, plants, and flowers to make potions and oils for everyday healing as well as how crystals, gems, stones, and even twigs can help you find balance within. You?ll discover how to find harmony in Earth?s great elements and connect your soul to every living creature. This guide also contains directions for herbal blends and potions, ritual suggestions, recipes for sacred foods, and information on how to listen to and commune with nature. Embrace the world of the green witch and discover what the power of nature has in store for you.""--Goodreads.com.",2017,https://covers.openlibrary.org/b/id/8575084-L.jpg,4.714286,7,2017,Arin Murphy-Hiscock,256
OL8115868W,Lo strano caso dei Giochi Olimpici,Lo strano caso dei Giochi Olimpici,"Geronimo goes to Athens to report on the Olympics, and after observing some of the games he and detective Hercule Poirat become suspicious about Cyrus von Snootrat who seems to be winning every Olympic event and they decide to investigate him.",2004,https://covers.openlibrary.org/b/id/2480296-L.jpg,4.714286,7,2004,Elisabetta Dami,128
